Latitude (decimal degrees):	50.947
Longitude (decimal degrees):	4.827
Elevation (m):	23
Radiation database:	PVGIS-SARAH2


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20050326:0510,0.0,0.0,0.0,5.21,1.17,0.0
20050326:0610,0.0,1.85,5.49,5.26,1.17,0.0
20050326:0710,85.33,116.59,14.8,6.55,0.9,0.0
20050326:0810,252.05,307.13,23.57,9.14,0.62,0.0
20050326:0910,425.95,520.3,31.27,11.26,0.41,0.0
20050326:1010,686.89,875.06,37.23,13.21,0.69,0.0
20050326:1110,779.15,1012.77,40.68,14.56,1.03,0.0
20050326:1210,747.55,963.46,41.01,15.26,1.38,0.0
20050326:1310,570.05,712.58,38.16,15.58,1.66,0.0
20050326:1410,523.7,651.52,32.65,15.85,1.66,0.0
20050326:1510,363.82,449.76,25.24,15.81,1.79,0.0
20050326:1610,318.31,407.31,16.63,15.27,1.86,0.0
20050326:1710,92.23,154.92,7.39,13.75,2.14,0.0
20050326:1810,0.0,0.0,0.0,12.17,3.03,0.0
20050326:1910,0.0,0.0,0.0,11.48,2.76,0.0
20050326:2010,0.0,0.0,0.0,10.41,2.55,0.0
20050326:2110,0.0,0.0,0.0,9.77,2.34,0.0
20050326:2210,0.0,0.0,0.0,9.02,2.14,0.0
20050326:2310,0.0,0.0,0.0,8.58,1.72,0.0
20050327:0010,0.0,0.0,0.0,7.71,1.59,0.0
20050327:0110,0.0,0.0,0.0,6.88,1.52,0.0
20050327:0210,0.0,0.0,0.0,6.36,1.66,0.0
20050327:0310,0.0,0.0,0.0,6.42,1.86,0.0
20050327:0410,0.0,0.0,0.0,6.74,1.79,0.0
20050327:0510,0.0,0.0,0.0,6.99,1.66,0.0
20050327:0610,0.0,1.85,5.84,7.07,1.59,0.0
20050327:0710,13.9,28.74,15.16,8.97,1.38,0.0
20050327:0810,32.06,52.85,23.94,11.24,1.72,0.0
20050327:0910,60.65,88.08,31.66,12.66,2.14,0.0
20050327:1010,71.27,101.05,37.63,13.61,2.41,0.0
20050327:1110,113.35,151.12,41.08,14.72,2.55,0.0
20050327:1210,348.35,428.76,41.39,15.46,2.41,0.0
20050327:1310,158.98,205.62,38.51,15.77,2.14,0.0
20050327:1410,35.77,58.41,32.96,15.48,2.41,0.0
20050327:1510,146.43,189.25,25.52,14.35,2.48,0.0
20050327:1610,196.9,252.29,16.9,13.61,1.24,0.0
20050327:1710,40.12,65.36,7.65,12.96,0.28,0.0
20050327:1810,0.0,0.0,0.0,12.02,1.38,0.0
20050327:1910,0.0,0.0,0.0,11.17,1.86,0.0
20050327:2010,0.0,0.0,0.0,10.16,2.0,0.0
20050327:2110,0.0,0.0,0.0,9.49,2.0,0.0
20050327:2210,0.0,0.0,0.0,9.1,2.07,0.0
20050327:2310,0.0,0.0,0.0,8.79,2.07,0.0
20050328:0010,0.0,0.0,0.0,8.41,2.07,0.0
20050328:0110,0.0,0.0,0.0,7.83,2.14,0.0
20050328:0210,0.0,0.0,0.0,7.5,2.0,0.0
20050328:0310,0.0,0.0,0.0,7.3,1.79,0.0
20050328:0410,0.0,0.0,0.0,6.99,1.72,0.0
20050328:0510,0.0,0.0,0.0,6.89,1.59,0.0
20050328:0610,0.0,2.78,6.2,6.69,1.52,0.0
20050328:0710,11.95,25.96,15.52,8.53,1.79,0.0
20050328:0810,24.97,43.57,24.31,9.81,1.66,0.0
20050328:0910,54.31,79.73,32.04,10.33,2.0,0.0
20050328:1010,137.39,176.15,38.03,10.67,2.55,0.0
20050328:1110,143.08,183.57,41.47,11.72,2.41,0.0
20050328:1210,96.32,129.79,41.77,12.25,2.48,0.0
20050328:1310,113.81,150.19,38.86,12.4,2.48,0.0
20050328:1410,93.06,126.09,33.28,12.51,2.76,0.0
20050328:1510,161.07,204.34,25.81,12.47,2.9,0.0
20050328:1610,118.67,156.53,17.16,12.45,2.62,0.0
20050328:1710,34.15,56.43,7.9,12.25,2.0,0.0
20050328:1810,0.0,0.0,0.0,11.57,1.38,0.0
20050328:1910,0.0,0.0,0.0,10.41,1.72,0.0
20050328:2010,0.0,0.0,0.0,9.76,1.72,0.0
20050328:2110,0.0,0.0,0.0,8.97,1.52,0.0
20050328:2210,0.0,0.0,0.0,8.77,1.31,0.0
20050328:2310,0.0,0.0,0.0,8.52,1.52,0.0
20050329:0010,0.0,0.0,0.0,8.23,1.59,0.0
20050329:0110,0.0,0.0,0.0,8.2,1.59,0.0
20050329:0210,0.0,0.0,0.0,7.86,1.72,0.0
20050329:0310,0.0,0.0,0.0,7.99,1.79,0.0
20050329:0410,0.0,0.0,0.0,8.1,1.79,0.0
20050329:0510,0.0,0.0,0.0,8.22,1.79,0.0
20050329:0610,0.0,2.78,6.55,8.27,1.72,0.0
20050329:0710,27.26,46.36,15.88,9.05,1.93,0.0
20050329:0810,104.09,137.65,24.68,10.07,1.66,0.0
20050329:0910,182.6,228.37,32.42,11.04,1.59,0.0
20050329:1010,260.51,320.34,38.42,12.46,1.72,0.0
20050329:1110,557.11,689.26,41.87,13.63,1.59,0.0
20050329:1210,262.66,326.95,42.15,14.37,1.38,0.0
20050329:1310,429.32,532.9,39.21,14.81,0.97,0.0
20050329:1410,185.65,237.22,33.59,15.17,0.9,0.0
20050329:1510,315.37,392.27,26.09,15.32,0.97,0.0
20050329:1610,206.58,265.67,17.43,14.99,1.24,0.0
20050329:1710,94.55,156.97,8.16,13.79,1.38,0.0
20050329:1810,0.0,0.0,0.0,12.67,2.0,0.0
20050329:1910,0.0,0.0,0.0,11.8,2.34,0.0
20050329:2010,0.0,0.0,0.0,11.05,2.69,0.0
20050329:2110,0.0,0.0,0.0,10.56,2.76,0.0
20050329:2210,0.0,0.0,0.0,10.05,2.62,0.0
20050329:2310,0.0,0.0,0.0,9.64,2.41,0.0
20050330:0010,0.0,0.0,0.0,9.2,2.28,0.0
20050330:0110,0.0,0.0,0.0,8.75,2.34,0.0
20050330:0210,0.0,0.0,0.0,8.58,2.28,0.0
20050330:0310,0.0,0.0,0.0,8.25,2.28,0.0
20050330:0410,0.0,0.0,0.0,8.15,2.14,0.0
20050330:0510,0.0,0.0,0.0,8.03,2.14,0.0
20050330:0610,0.0,3.71,6.9,8.35,2.07,0.0
20050330:0710,109.49,146.25,16.23,9.41,1.79,0.0
20050330:0810,109.15,143.78,25.05,10.85,2.14,0.0
20050330:0910,280.33,341.28,32.81,11.7,1.79,0.0
20050330:1010,164.51,208.82,38.82,11.9,1.59,0.0
20050330:1110,163.25,207.44,42.27,11.81,1.52,0.0
20050330:1210,87.74,119.6,42.53,11.61,1.86,0.0
20050330:1310,52.41,77.88,39.56,11.75,2.28,0.0
20050330:1410,55.58,81.59,33.91,11.5,2.48,0.0
20050330:1510,44.74,68.61,26.37,11.8,2.48,0.0
20050330:1610,32.7,53.77,17.69,11.93,2.0,0.0
20050330:1710,14.34,29.67,8.41,11.88,1.45,0.0
20050330:1810,0.0,0.0,0.0,11.51,0.83,0.0
20050330:1910,0.0,0.0,0.0,9.84,1.24,0.0
20050330:2010,0.0,0.0,0.0,9.23,0.83,0.0
20050330:2110,0.0,0.0,0.0,8.65,0.9,0.0
20050330:2210,0.0,0.0,0.0,7.21,1.45,0.0
20050330:2310,0.0,0.0,0.0,6.42,1.59,0.0
20050331:0010,0.0,0.0,0.0,6.02,1.52,0.0
20050331:0110,0.0,0.0,0.0,5.52,1.38,0.0
20050331:0210,0.0,0.0,0.0,5.34,1.17,0.0
20050331:0310,0.0,0.0,0.0,5.44,0.83,0.0
20050331:0410,0.0,0.0,0.0,5.71,0.48,0.0
20050331:0510,0.0,0.0,0.0,5.73,0.14,0.0
20050331:0610,0.0,3.71,7.25,5.95,0.34,0.0
20050331:0710,38.67,60.26,16.59,7.61,0.69,0.0
20050331:0810,93.75,125.43,25.41,9.05,0.97,0.0
20050331:0910,167.55,210.74,33.19,10.04,1.03,0.0
20050331:1010,258.05,317.27,39.21,11.46,1.1,0.0
20050331:1110,395.55,484.69,42.66,12.9,1.24,0.0
20050331:1210,149.93,193.77,42.91,13.78,1.38,0.0
20050331:1310,54.72,81.59,39.91,14.37,1.45,0.0
20050331:1410,63.92,92.71,34.22,14.43,1.59,0.0
20050331:1510,81.76,114.03,26.65,14.61,1.79,0.0
20050331:1610,74.44,105.31,17.95,14.29,1.38,0.0
20050331:1710,32.24,54.04,8.66,14.14,1.1,0.0
20050331:1810,0.0,0.0,0.0,13.08,1.59,0.0
20050331:1910,0.0,0.0,0.0,11.7,1.66,0.0
20050331:2010,0.0,0.0,0.0,10.68,1.86,0.0
20050331:2110,0.0,0.0,0.0,9.52,1.79,0.0
20050331:2210,0.0,0.0,0.0,8.21,1.59,0.0
20050331:2310,0.0,0.0,0.0,7.35,1.59,0.0
20050401:0010,0.0,0.0,0.0,6.86,1.59,0.0
20050401:0110,0.0,0.0,0.0,6.37,1.79,0.0
20050401:0210,0.0,0.0,0.0,6.0,1.86,0.0
20050401:0310,0.0,0.0,0.0,5.87,1.93,0.0
20050401:0410,0.0,0.0,0.0,5.54,2.07,0.0
20050401:0510,0.0,0.0,0.0,5.25,2.07,0.0
20050401:0610,15.39,34.4,7.6,5.29,2.0,0.0
20050401:0710,176.6,225.88,16.94,7.2,1.24,0.0
20050401:0810,378.11,456.62,25.78,10.14,1.1,0.0
20050401:0910,551.03,677.73,33.56,12.57,1.17,0.0
20050401:1010,693.65,877.38,39.6,14.51,1.45,0.0
20050401:1110,768.67,977.96,43.06,15.82,2.34,0.0
20050401:1210,796.22,1013.93,43.29,16.5,2.83,0.0
20050401:1310,746.53,943.38,40.25,16.89,2.97,0.0
20050401:1410,665.5,830.81,34.53,16.99,3.03,0.0
20050401:1510,516.36,637.58,26.93,16.82,3.1,0.0
20050401:1610,312.85,399.25,18.21,16.47,2.97,0.0
20050401:1710,95.52,157.31,8.91,15.37,2.55,0.0
20050401:1810,0.0,0.0,0.0,13.3,2.9,0.0
20050401:1910,0.0,0.0,0.0,12.41,2.97,0.0
20050401:2010,0.0,0.0,0.0,10.98,3.03,0.0
20050401:2110,0.0,0.0,0.0,9.85,3.03,0.0
20050401:2210,0.0,0.0,0.0,8.94,3.03,0.0
20050401:2310,0.0,0.0,0.0,8.18,3.03,0.0
20050402:0010,0.0,0.0,0.0,7.53,2.97,0.0
20050402:0110,0.0,0.0,0.0,6.87,2.83,0.0
20050402:0210,0.0,0.0,0.0,6.18,2.69,0.0
20050402:0310,0.0,0.0,0.0,5.49,2.55,0.0
20050402:0410,0.0,0.0,0.0,4.85,2.55,0.0
20050402:0510,0.0,0.0,0.0,4.31,2.55,0.0
20050402:0610,21.14,45.09,7.95,4.19,2.48,0.0
20050402:0710,195.7,246.6,17.29,5.93,2.28,0.0
20050402:0810,407.15,481.43,26.14,8.44,2.76,0.0
20050402:0910,583.44,697.65,33.94,10.51,2.9,0.0
20050402:1010,723.97,888.32,39.99,12.29,2.9,0.0
20050402:1110,774.59,966.41,43.45,13.8,2.97,0.0
20050402:1210,796.11,1002.44,43.67,14.98,3.03,0.0
20050402:1310,741.99,930.55,40.6,15.91,3.1,0.0
20050402:1410,660.7,821.19,34.83,16.5,3.17,0.0
20050402:1510,495.31,610.34,27.21,16.83,3.24,0.0
20050402:1610,315.61,403.54,18.47,16.79,2.9,0.0
20050402:1710,81.6,128.55,9.16,15.89,2.21,0.0
20050402:1810,0.0,0.0,-0.26,14.03,2.62,0.0
20050402:1910,0.0,0.0,0.0,13.16,2.76,0.0
20050402:2010,0.0,0.0,0.0,11.88,2.83,0.0
20050402:2110,0.0,0.0,0.0,11.15,3.03,0.0
20050402:2210,0.0,0.0,0.0,10.86,3.31,0.0
20050402:2310,0.0,0.0,0.0,10.71,3.45,0.0
20050403:0010,0.0,0.0,0.0,10.56,3.52,0.0
20050403:0110,0.0,0.0,0.0,10.46,3.52,0.0
20050403:0210,0.0,0.0,0.0,10.19,3.52,0.0
20050403:0310,0.0,0.0,0.0,9.91,3.45,0.0
20050403:0410,0.0,0.0,0.0,9.52,3.38,0.0
20050403:0510,0.0,0.0,0.0,9.09,3.31,0.0
20050403:0610,21.75,45.53,8.3,8.96,3.17,0.0
20050403:0710,189.77,243.52,17.64,10.52,2.76,0.0
20050403:0810,381.19,458.71,26.5,12.58,3.17,0.0
20050403:0910,583.28,707.31,34.32,14.34,3.45,0.0
20050403:1010,693.82,860.05,40.38,15.77,3.31,0.0
20050403:1110,773.08,977.38,43.84,17.0,3.24,0.0
20050403:1210,777.26,990.69,44.04,18.02,3.17,0.0
20050403:1310,734.59,932.43,40.94,18.66,3.24,0.0
20050403:1410,641.46,804.69,35.14,18.91,3.31,0.0
20050403:1510,495.93,616.51,27.49,18.82,3.38,0.0
20050403:1610,318.05,408.83,18.72,17.99,2.97,0.0
20050403:1710,98.96,164.83,9.41,17.05,2.28,0.0
20050403:1810,0.0,0.0,-0.01,15.14,2.76,0.0
20050403:1910,0.0,0.0,0.0,14.46,2.55,0.0
20050403:2010,0.0,0.0,0.0,12.71,2.69,0.0
20050403:2110,0.0,0.0,0.0,11.52,2.83,0.0
20050403:2210,0.0,0.0,0.0,10.67,2.9,0.0
20050403:2310,0.0,0.0,0.0,9.95,2.9,0.0
20050404:0010,0.0,0.0,0.0,9.31,2.83,0.0
20050404:0110,0.0,0.0,0.0,8.74,2.9,0.0
20050404:0210,0.0,0.0,0.0,8.3,2.9,0.0
20050404:0310,0.0,0.0,0.0,8.01,2.97,0.0
20050404:0410,0.0,0.0,0.0,7.85,3.03,0.0
20050404:0510,0.0,0.0,0.0,8.15,3.03,0.0
20050404:0610,23.62,47.0,8.64,8.96,3.03,0.0
20050404:0710,205.28,262.09,17.99,10.26,2.76,0.0
20050404:0810,402.31,483.24,26.86,12.51,3.31,0.0
20050404:0910,565.31,684.91,34.69,14.53,3.59,0.0
20050404:1010,691.04,850.4,40.76,16.14,4.21,0.0
20050404:1110,580.36,708.97,44.23,16.98,5.1,0.0
20050404:1210,90.38,125.16,44.41,17.43,5.38,0.0
20050404:1310,456.29,556.47,41.28,17.61,5.52,0.0
20050404:1410,223.57,279.42,35.44,16.49,5.52,0.0
20050404:1510,314.04,383.61,27.76,15.97,5.38,0.0
20050404:1610,153.09,198.79,18.98,15.54,4.55,0.0
20050404:1710,65.16,99.06,9.66,14.7,4.0,0.0
20050404:1810,0.16,6.12,0.24,13.4,3.24,0.0
20050404:1910,0.0,0.0,0.0,12.1,3.24,0.0
20050404:2010,0.0,0.0,0.0,11.38,2.97,0.0
20050404:2110,0.0,0.0,0.0,11.15,2.83,0.0
20050404:2210,0.0,0.0,0.0,10.71,3.03,0.0
20050404:2310,0.0,0.0,0.0,10.02,3.38,0.0
20050405:0010,0.0,0.0,0.0,9.25,2.62,0.0
20050405:0110,0.0,0.0,0.0,8.76,1.59,0.0
20050405:0210,0.0,0.0,0.0,8.47,1.1,0.0
20050405:0310,0.0,0.0,0.0,7.91,1.38,0.0
20050405:0410,0.0,0.0,0.0,6.98,1.86,0.0
20050405:0510,0.0,0.0,0.0,6.39,1.79,0.0
20050405:0610,2.56,11.13,8.98,6.42,1.66,0.0
20050405:0710,75.64,103.99,18.34,7.61,2.69,0.0
20050405:0810,149.53,187.95,27.21,8.6,2.55,0.0
20050405:0910,314.26,375.65,35.06,9.4,2.55,0.0
20050405:1010,448.8,535.88,41.15,10.39,2.83,0.0
20050405:1110,761.86,938.47,44.62,11.26,2.83,0.0
20050405:1210,768.5,949.63,44.78,12.04,3.03,0.0
20050405:1310,664.92,811.23,41.62,12.32,3.17,0.0
20050405:1410,532.06,642.0,35.74,12.37,3.1,0.0
20050405:1510,321.98,390.08,28.04,12.37,2.97,0.0
20050405:1610,193.99,244.9,19.23,12.12,2.9,0.0
20050405:1710,78.53,118.24,9.9,11.64,2.14,0.0
20050405:1810,4.07,13.99,0.49,10.59,1.86,0.0
20050405:1910,0.0,0.0,0.0,9.41,2.21,0.0
20050405:2010,0.0,0.0,0.0,8.36,2.14,0.0
20050405:2110,0.0,0.0,0.0,7.55,2.14,0.0
20050405:2210,0.0,0.0,0.0,7.0,1.93,0.0
20050405:2310,0.0,0.0,0.0,6.25,1.72,0.0
20050406:0010,0.0,0.0,0.0,5.54,1.86,0.0
20050406:0110,0.0,0.0,0.0,5.31,2.14,0.0
20050406:0210,0.0,0.0,0.0,4.99,2.48,0.0
20050406:0310,0.0,0.0,0.0,4.99,2.83,0.0
20050406:0410,0.0,0.0,0.0,4.96,3.17,0.0
20050406:0510,0.0,0.0,0.0,5.16,3.45,0.0
20050406:0610,13.92,28.74,9.32,5.68,3.59,0.0
20050406:0710,134.37,172.21,18.68,7.14,3.59,0.0
20050406:0810,343.34,404.75,27.57,9.0,4.76,0.0
20050406:0910,303.98,361.86,35.43,10.34,5.31,0.0
20050406:1010,290.67,348.2,41.53,11.34,6.69,0.0
20050406:1110,426.07,504.12,45.0,11.86,6.83,0.0
20050406:1210,327.09,391.86,45.15,12.79,7.66,0.0
20050406:1310,297.44,358.95,41.95,13.33,7.38,0.0
20050406:1410,196.13,243.9,36.04,13.47,7.24,0.0
20050406:1510,64.06,91.78,28.31,12.4,5.31,0.0
20050406:1610,81.91,112.61,19.49,11.84,4.14,0.0
20050406:1710,4.55,14.83,10.15,11.38,4.69,0.0
20050406:1810,0.0,2.62,0.73,10.82,4.14,0.0
20050406:1910,0.0,0.0,0.0,10.38,4.28,0.0
20050406:2010,0.0,0.0,0.0,10.01,3.59,0.0
20050406:2110,0.0,0.0,0.0,10.06,3.72,0.0
20050406:2210,0.0,0.0,0.0,10.14,3.86,0.0
20050406:2310,0.0,0.0,0.0,9.72,4.28,0.0
20050407:0010,0.0,0.0,0.0,9.83,4.62,0.0
20050407:0110,0.0,0.0,0.0,9.81,5.03,0.0
20050407:0210,0.0,0.0,0.0,9.05,5.31,0.0
20050407:0310,0.0,0.0,0.0,7.99,5.38,0.0
20050407:0410,0.0,0.0,0.0,7.06,5.38,0.0
20050407:0510,0.0,0.0,0.0,6.58,5.72,0.0
20050407:0610,35.91,68.23,9.66,6.55,6.14,0.0
20050407:0710,195.09,242.99,19.03,7.33,5.93,0.0
20050407:0810,181.78,221.68,27.92,8.31,8.9,0.0
20050407:0910,303.25,356.64,35.8,9.01,8.41,0.0
20050407:1010,60.41,86.22,41.91,9.18,8.07,0.0
20050407:1110,99.5,131.65,45.38,10.27,8.34,0.0
20050407:1210,268.31,322.27,45.52,10.98,8.21,0.0
20050407:1310,88.3,119.6,42.29,11.7,7.93,0.0
20050407:1410,671.33,792.04,36.34,11.92,7.38,0.0
20050407:1510,436.54,516.36,28.58,11.95,6.83,0.0
20050407:1610,335.76,410.4,19.74,10.63,7.24,0.0
20050407:1710,63.08,92.54,10.39,9.69,5.38,0.0
20050407:1810,0.0,2.62,0.98,9.07,4.83,0.0
20050407:1910,0.0,0.0,0.0,8.8,3.86,0.0
20050407:2010,0.0,0.0,0.0,8.15,3.86,0.0
20050407:2110,0.0,0.0,0.0,7.99,3.93,0.0
20050407:2210,0.0,0.0,0.0,7.62,3.86,0.0
20050407:2310,0.0,0.0,0.0,6.98,3.72,0.0
20050408:0010,0.0,0.0,0.0,6.49,3.66,0.0
20050408:0110,0.0,0.0,0.0,6.01,3.59,0.0
20050408:0210,0.0,0.0,0.0,5.51,3.66,0.0
20050408:0310,0.0,0.0,0.0,5.35,3.79,0.0
20050408:0410,0.0,0.0,0.0,5.04,3.79,0.0
20050408:0510,0.0,0.0,0.0,5.09,3.86,0.0
20050408:0610,18.07,34.28,10.0,5.67,3.38,0.0
20050408:0710,25.54,43.57,19.37,5.64,3.03,0.0
20050408:0810,30.76,50.06,28.27,5.57,2.9,0.0
20050408:0910,117.44,150.19,36.16,5.87,2.55,0.0
20050408:1010,252.55,302.3,42.29,6.96,3.03,0.0
20050408:1110,84.02,113.11,45.77,7.62,3.66,0.0
20050408:1210,243.35,293.55,45.88,8.66,4.21,0.0
20050408:1310,142.38,179.86,42.62,8.96,4.69,0.0
20050408:1410,31.74,51.92,36.64,9.07,4.83,0.0
20050408:1510,238.94,287.86,28.84,9.07,4.97,0.0
20050408:1610,159.96,200.12,19.99,8.34,5.31,0.0
20050408:1710,62.59,90.33,10.64,6.9,5.72,0.0
20050408:1810,1.79,9.62,1.23,5.59,5.52,0.0
20050408:1910,0.0,0.0,0.0,4.78,5.79,0.0
20050408:2010,0.0,0.0,0.0,4.27,6.0,0.0
20050408:2110,0.0,0.0,0.0,3.97,6.21,0.0
20050408:2210,0.0,0.0,0.0,3.64,6.21,0.0
20050408:2310,0.0,0.0,0.0,3.33,6.14,0.0
20050409:0010,0.0,0.0,0.0,3.04,6.07,0.0
20050409:0110,0.0,0.0,0.0,2.85,5.66,0.0
20050409:0210,0.0,0.0,0.0,2.62,5.31,0.0
20050409:0310,0.0,0.0,0.0,2.39,4.97,0.0
20050409:0410,0.0,0.0,0.0,2.2,4.55,0.0
20050409:0510,0.0,0.0,0.0,1.91,4.14,0.0
20050409:0610,40.91,70.34,10.33,1.93,3.93,0.0
20050409:0710,241.06,291.26,19.71,2.31,5.03,0.0
20050409:0810,448.28,509.84,28.62,3.37,5.66,0.0
20050409:0910,145.97,180.03,36.52,4.29,5.52,0.0
20050409:1010,672.56,776.79,42.67,5.08,5.24,0.0
20050409:1110,793.22,930.74,46.15,6.08,5.24,0.0
20050409:1210,378.72,441.73,46.25,6.62,5.17,0.0
20050409:1310,231.27,277.23,42.95,6.95,5.1,0.0
20050409:1410,128.71,163.17,36.93,7.24,5.03,0.0
20050409:1510,209.04,252.47,29.11,7.3,4.97,0.0
20050409:1610,166.72,206.46,20.24,6.8,5.31,0.0
20050409:1710,75.78,108.07,10.88,6.47,4.9,0.0
20050409:1810,4.19,13.99,1.47,6.23,3.66,0.0
20050409:1910,0.0,0.0,0.0,5.54,3.03,0.0
20050409:2010,0.0,0.0,0.0,4.91,3.03,0.0
20050409:2110,0.0,0.0,0.0,4.9,3.17,0.0
20050409:2210,0.0,0.0,0.0,4.78,3.17,0.0
20050409:2310,0.0,0.0,0.0,4.97,3.24,0.0
20050410:0010,0.0,0.0,0.0,5.13,3.24,0.0
20050410:0110,0.0,0.0,0.0,5.17,3.24,0.0
20050410:0210,0.0,0.0,0.0,5.2,3.38,0.0
20050410:0310,0.0,0.0,0.0,5.23,3.52,0.0
20050410:0410,0.0,0.0,0.0,5.19,3.59,0.0
20050410:0510,0.0,0.0,0.0,5.21,3.59,0.0
20050410:0610,25.99,45.23,10.67,5.36,3.52,0.0
20050410:0710,34.45,54.7,20.04,6.11,2.69,0.0
20050410:0810,62.5,88.08,28.96,6.96,3.93,0.0
20050410:0910,251.22,301.16,36.88,7.85,3.31,0.0
20050410:1010,101.26,133.5,43.04,9.04,3.66,0.0
20050410:1110,102.81,135.36,46.52,9.2,3.72,0.0
20050410:1210,77.65,106.62,46.61,9.46,3.66,0.0
20050410:1310,183.23,227.38,43.28,10.04,3.72,0.0
20050410:1410,253.15,306.81,37.23,10.5,4.0,0.0
20050410:1510,353.75,421.56,29.37,10.78,4.55,0.0
20050410:1610,74.91,103.84,20.48,10.56,4.41,0.0
20050410:1710,69.1,100.18,11.12,10.11,3.86,0.0
20050410:1810,9.09,21.86,1.72,9.14,3.31,0.0
20050410:1910,0.0,0.0,0.0,7.88,2.69,0.0
20050410:2010,0.0,0.0,0.0,6.73,2.28,0.0
20050410:2110,0.0,0.0,0.0,5.8,2.07,0.0
20050410:2210,0.0,0.0,0.0,4.84,1.72,0.0
20050410:2310,0.0,0.0,0.0,3.78,1.52,0.0
20050411:0010,0.0,0.0,0.0,3.8,0.97,0.0
20050411:0110,0.0,0.0,0.0,3.98,0.83,0.0
20050411:0210,0.0,0.0,0.0,3.28,0.9,0.0
20050411:0310,0.0,0.0,0.0,2.22,0.97,0.0
20050411:0410,0.0,0.0,0.0,2.26,0.76,0.0
20050411:0510,0.0,0.0,0.0,2.87,0.62,0.0
20050411:0610,9.0,21.32,11.0,3.63,0.69,0.0
20050411:0710,152.76,193.36,20.37,5.88,0.55,0.0
20050411:0810,425.91,510.78,29.31,7.82,0.76,0.0
20050411:0910,587.02,718.75,37.24,10.26,1.03,0.0
20050411:1010,688.72,865.95,43.41,12.04,1.1,0.0
20050411:1110,503.17,621.87,46.9,13.57,1.38,0.0
20050411:1210,495.27,610.2,46.97,14.77,2.21,0.0
20050411:1310,336.14,414.07,43.6,15.0,2.28,0.0
20050411:1410,360.4,442.01,37.52,14.81,2.34,0.0
20050411:1510,327.84,402.43,29.64,15.14,2.9,0.0
20050411:1610,153.84,199.27,20.73,14.81,3.1,0.0
20050411:1710,109.91,180.07,11.36,14.13,2.9,0.0
20050411:1810,10.07,23.61,1.96,12.78,2.76,0.0
20050411:1910,0.0,0.0,0.0,11.2,2.34,0.0
20050411:2010,0.0,0.0,0.0,9.9,2.21,0.0
20050411:2110,0.0,0.0,0.0,8.67,1.79,0.0
20050411:2210,0.0,0.0,0.0,7.18,1.31,0.0
20050411:2310,0.0,0.0,0.0,7.58,0.83,0.0
20050412:0010,0.0,0.0,0.0,7.36,0.69,0.0
20050412:0110,0.0,0.0,0.0,6.95,0.76,0.0
20050412:0210,0.0,0.0,0.0,6.67,0.62,0.0
20050412:0310,0.0,0.0,0.0,6.45,0.48,0.0
20050412:0410,0.0,0.0,0.0,6.48,0.34,0.0
20050412:0510,0.0,0.0,0.0,6.21,0.28,0.0
20050412:0610,45.89,76.68,11.32,6.14,0.28,0.0
20050412:0710,206.0,259.9,20.7,7.86,0.07,0.0
20050412:0810,339.95,414.31,29.65,9.75,0.07,0.0
20050412:0910,523.81,653.12,37.59,11.83,0.07,0.0
20050412:1010,682.88,875.51,43.78,13.16,0.48,0.0
20050412:1110,517.85,645.81,47.27,14.13,1.03,0.0
20050412:1210,136.01,178.0,47.32,14.68,1.66,0.0
20050412:1310,236.85,296.11,43.92,14.36,1.72,0.0
20050412:1410,132.13,173.37,37.8,14.58,1.66,0.0
20050412:1510,84.01,116.82,29.9,14.95,2.07,0.0
20050412:1610,94.23,128.62,20.97,14.37,2.28,0.0
20050412:1710,65.41,96.11,11.6,13.45,2.28,0.0
20050412:1810,9.5,22.74,2.21,12.43,2.14,0.0
20050412:1910,0.0,0.0,0.0,11.54,2.0,0.0
20050412:2010,0.0,0.0,0.0,10.85,1.52,0.0
20050412:2110,0.0,0.0,0.0,10.12,1.03,0.0
20050412:2210,0.0,0.0,0.0,10.28,0.28,0.0
20050412:2310,0.0,0.0,0.0,8.38,1.17,0.0
20050413:0010,0.0,0.0,0.0,7.74,1.66,0.0
20050413:0110,0.0,0.0,0.0,7.43,1.93,0.0
20050413:0210,0.0,0.0,0.0,7.78,1.93,0.0
20050413:0310,0.0,0.0,0.0,7.72,2.14,0.0
20050413:0410,0.0,0.0,0.0,7.66,2.34,0.0
20050413:0510,0.0,0.0,0.0,7.57,2.55,0.0
20050413:0610,5.77,16.69,11.64,8.18,2.48,0.0
20050413:0710,37.73,59.33,21.03,9.12,3.45,0.0
20050413:0810,51.37,76.02,29.98,10.1,3.93,0.0
20050413:0910,88.07,119.6,37.94,11.54,4.0,0.0
20050413:1010,307.18,370.77,44.14,12.39,4.76,0.0
20050413:1110,436.79,523.04,47.64,12.44,4.55,0.0
20050413:1210,307.18,371.85,47.68,13.01,5.31,0.0
20050413:1310,113.39,149.26,44.24,12.41,4.48,0.0
20050413:1410,167.68,211.51,38.09,12.27,4.21,0.0
20050413:1510,70.43,99.2,30.15,12.04,4.62,0.0
20050413:1610,79.24,109.4,21.22,11.64,3.93,0.0
20050413:1710,78.45,113.02,11.84,11.53,3.79,0.0
20050413:1810,3.56,13.12,2.45,11.18,3.45,0.0
